,Influencers,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
479,KylieJenner,Thu May 24 16:00:13 +0000 2018,RT @kyliecosmetics: Get any two skin concealers for ONLY $30 now at https://t.co/rkT2b8JJL5 ✨ Sale ends Saturday! https://t.co/GzfKC1Tfty,0.3802,0.132,0.0,0.868,21
480,KylieJenner,Wed May 23 22:22:14 +0000 2018,left my designer for this @FashionNova fit 👌🏼 https://t.co/W69gSynzVi,0.824,0.463,0.0,0.537,20
481,KylieJenner,Wed May 23 22:22:07 +0000 2018,RT @kyliecosmetics: Feeling peachy today! 🍑 Royal Peach Palette is back in stock! 💙 https://t.co/eQXrgH3ze1 https://t.co/BdVVGiflBV,0.2695,0.115,0.0,0.885,19
482,KylieJenner,Tue May 22 17:03:33 +0000 2018,"just dropped four new matte singles on https://t.co/bDaiohhXCV...  Apricot, Head Over Heels, High Maintenance and L… https://t.co/hrWddQnYJy",0.0,0.0,0.0,1.0,18
483,KylieJenner,Tue May 22 16:41:15 +0000 2018,RT @kyliecosmetics: Kylie’s May favorites bundle is available now!! 💞 Shop this $211 value bundle for ONLY $100 at https://t.co/rkT2b8JJL5!…,0.7249,0.242,0.0,0.758,17
484,KylieJenner,Mon May 21 20:50:03 +0000 2018,RT @kyliecosmetics: Lip liners in all your favorites shades 💞 available now! https://t.co/rkT2b8JJL5 https://t.co/ZAKMpKvM8C,0.4753,0.181,0.0,0.819,16
485,KylieJenner,Sun May 20 18:55:43 +0000 2018,Khlo$ matte lip + #KourtxKylie Blue Palette 💛 https://t.co/lA5e9XM6va https://t.co/rKdWO61btK,0.0,0.0,0.0,1.0,15
486,KylieJenner,Sat May 19 05:56:56 +0000 2018,San Fran is amazing but i doooo wanna come to Texas next ☺️☺️☺️ https://t.co/l6lp8oJL84,0.34,0.167,0.0,0.833,14
487,KylieJenner,Sat May 19 05:55:06 +0000 2018,but on a positive note .. today truly was amazing!!! I love meeting you guys. We are such a strong team ♥️,0.9819,0.626,0.0,0.374,13
488,KylieJenner,Sat May 19 05:54:22 +0000 2018,just gets to me when i see comments like i made everyone wait and i showed up hours late. when that’s just not the truth of the situation.,0.1376,0.091,0.071,0.838,12
489,KylieJenner,Sat May 19 05:51:32 +0000 2018,i came there a day early and set the store up myself so it would be PERFECT for you guys. if i didn’t love doing th… https://t.co/7vcPljTGuc,0.8636,0.282,0.0,0.718,11
490,KylieJenner,Sat May 19 05:50:30 +0000 2018,shut down the street at a certain time and let me know when they believe i should come because i feel strongly abou… https://t.co/l0O0ZG9juG,0.4939,0.181,0.0,0.819,10
491,KylieJenner,Sat May 19 05:48:55 +0000 2018,ok for the few complaints i see saying i showed up “4 hours late” to my pop up. I want to make it clear i don’t get… https://t.co/DmN2exPieh,0.34,0.212,0.094,0.694,9
492,KylieJenner,Fri May 18 20:09:42 +0000 2018,"💔💔 so heartbroken. Texas, I’m thinking of you and sending all the victims and their families my love and prayers. X",-0.4005,0.15,0.245,0.605,8
493,KylieJenner,Fri May 18 17:20:07 +0000 2018,!!! Getting ready now 💄 https://t.co/hkaOzgIzWH,0.5229,0.403,0.0,0.597,7
494,KylieJenner,Fri May 18 16:56:55 +0000 2018,just got this clip! I love you guys!!!!!! https://t.co/U49NHAGieD,0.7482,0.434,0.0,0.566,6
495,KylieJenner,Fri May 18 16:54:39 +0000 2018,Ahhhh! Pop up opens in 5 minutes!!!! I personally organized everything for you guys allll day yesterday so i hope you love it and enjoy 💋,0.9466,0.435,0.0,0.565,5
496,KylieJenner,Thu May 17 23:04:32 +0000 2018,bay https://t.co/0vKjpYnpUK,0.0,0.0,0.0,1.0,4
497,KylieJenner,Tue May 15 01:32:00 +0000 2018,RT @kyliecosmetics: Loving @jakewarden’s #KrisKollection look 🔥 Get the eyeshadow palette on the site now! https://t.co/7s46IVyLzp https://…,0.4199,0.194,0.111,0.695,3
