News_Source,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets_Ago
CBS,"How long will it take to fill Justice Kennedy's Supreme Court seat?

""Not that long. I would expect you will see a… https://t.co/1PGoJsjFTG",Wed Jun 27 18:20:49 +0000 2018,0.7906,0.259,0.0,0.741,44
CBS,"""Justice Kennedy was a conservative, no doubt,"" @JanCBS says. However, ""sometimes he would side with liberals on th… https://t.co/pHo221aN9b",Wed Jun 27 18:18:57 +0000 2018,0.296,0.157,0.102,0.741,45
CBS,“Justice Kennedy had been saying privately that he was considering retirement... This gives Pres. Trump his 2nd nom… https://t.co/W2pNTUFohj,Wed Jun 27 18:16:53 +0000 2018,0.0,0.0,0.0,1.0,46
CBS,MORE: 81-year-old Kennedy has widely been seen as a moderate swing vote on the court https://t.co/2qLebqsuKo https://t.co/Ndmf7FTvXC,Wed Jun 27 18:12:15 +0000 2018,0.0,0.0,0.0,1.0,47
CBS,"JUST IN: Supreme Court Justice Anthony Kennedy announces he is retiring, effective July 31, giving President Trump… https://t.co/TM4ilY1aei",Wed Jun 27 18:08:30 +0000 2018,0.91,0.472,0.0,0.528,48
CBS,"JUST IN: House vote on GOP immigration bill fails, 121-301 https://t.co/aYg8cInOx8 https://t.co/Na0DLrLT1H",Wed Jun 27 17:57:26 +0000 2018,-0.4215,0.0,0.203,0.797,49
CBS,"Jeff Sessions mocks liberals on ""lunatic fringe"" over family separation: ""They want borders in their lives but not… https://t.co/GMjyg2PJzO",Wed Jun 27 17:45:20 +0000 2018,-0.4497,0.054,0.193,0.753,50
CBS,Suspect in deadly 2017 Charlottesville car rampage charged with federal hate crimes https://t.co/oS0UBLSUwA https://t.co/WCroC1hLc1,Wed Jun 27 17:29:31 +0000 2018,-0.7717,0.0,0.412,0.588,51
CBS,WATCH: Russian President Putin and National Security Adviser John Bolton have met for the first time — and decided… https://t.co/X8qHyFHLRr,Wed Jun 27 17:15:02 +0000 2018,0.34,0.118,0.0,0.882,52
CBS,Oklahoma voters approve medical marijuana despite bitter opposition https://t.co/SMeB3q4VXR https://t.co/R3fhzYNFJB,Wed Jun 27 17:00:01 +0000 2018,0.3252,0.206,0.0,0.794,53
CBS,"FINAL FAREWELL: Thousands gather for the funeral of NY teen Lesandro ""Junior"" Guzman-Feliz, who was killed in the B… https://t.co/zpkKHLHMV5",Wed Jun 27 16:45:25 +0000 2018,-0.7906,0.0,0.28,0.72,54
CBS,"Joe Jackson, father of the late Michael Jackson and Janet Jackson and the mastermind behind The Jackson 5, has died… https://t.co/gQzMVFEL1n",Wed Jun 27 16:43:45 +0000 2018,0.0,0.0,0.0,1.0,55
CBS,"""You are not afraid to speak the truth, and the truth as you know it. And to stand up for what you know is right, e… https://t.co/bPfp9HjXoi",Wed Jun 27 16:28:38 +0000 2018,0.5574,0.155,0.0,0.845,56
CBS,"""Let the rich guys do it. We have all these rich guys, they love rockets...Bezos and Elon Musk and all of them, the… https://t.co/jElZKMPo2a",Wed Jun 27 16:24:51 +0000 2018,0.9081,0.352,0.0,0.648,57
CBS,WATCH: President Trump is making remarks at an event for young Americans. About 100 generation Z and millennials ar… https://t.co/BZw9K59rWx,Wed Jun 27 16:22:00 +0000 2018,0.0,0.0,0.0,1.0,58
CBS,"TEACHER TO THE END: In lieu of flowers, this teacher asked people to fill her funeral with backpacks of school supp… https://t.co/iFy1yjvAMw",Wed Jun 27 15:29:47 +0000 2018,-0.3612,0.0,0.106,0.894,59
CBS,WATCH: Officials in Pittsburgh are giving an update on charges against the police officer accused of shooting and k… https://t.co/1xDuI4tg0K,Wed Jun 27 15:02:01 +0000 2018,-0.2263,0.101,0.181,0.717,60
CBS,Investigators arrested while probing Ivanka Trump's Chinese suppliers now off bail https://t.co/tXoXohnTOT https://t.co/KC7Ek8sLgZ,Wed Jun 27 14:44:33 +0000 2018,-0.4767,0.0,0.205,0.795,61
CBS,NEW: East Pittsburgh Officer Michael Rosfeld has been charged with criminal homicide in the death of 17-year-old An… https://t.co/IQmBv8meoK,Wed Jun 27 14:29:58 +0000 2018,-0.8442,0.0,0.363,0.637,62
CBS,"The 5-4 decision by the Supreme Court could devastate clout of public sector unions in states including Illinois, N… https://t.co/spT15ftRa2",Wed Jun 27 14:25:51 +0000 2018,-0.128,0.14,0.16,0.7,63
CBS,NEW: The Supreme has ruled that states can't force non-union workers to pay union fees. This is seen as a major set… https://t.co/te9Ivz3r4j,Wed Jun 27 14:15:15 +0000 2018,0.4939,0.144,0.056,0.8,64
CBS,"Russia calls for retaliation against U.S. steel, aluminum tariffs https://t.co/ET5BgJnGSn https://t.co/wJ0jxXPJtI",Wed Jun 27 14:14:44 +0000 2018,0.0,0.0,0.0,1.0,65
CBS,Bargain basement bud: Pot shops in California are cutting prices ahead of new rules https://t.co/I30Gpl0R6R https://t.co/SIwYieS71D,Wed Jun 27 13:59:56 +0000 2018,0.0772,0.104,0.087,0.809,66
CBS,Tracy Morgan warns his younger self about the one thing that can stop him (via @CBSThisMorning)… https://t.co/Wz1m5Rejgz,Wed Jun 27 13:45:01 +0000 2018,-0.3818,0.0,0.194,0.806,67
CBS,"Alexandria Ocasio-Cortez describes ""astonishing"" primary upset against Rep. Joe Crowley https://t.co/LHX8M8DGvM https://t.co/ynUloMYorM",Wed Jun 27 13:29:47 +0000 2018,-0.3818,0.0,0.191,0.809,68
CBS,Who is Alexandria Ocasio-Cortez? The 28-year old just defeated powerful 10-term Democratic Rep. Joe Crowley in a st… https://t.co/SVriJU6cxR,Wed Jun 27 13:13:24 +0000 2018,-0.0772,0.128,0.142,0.731,69
CBS,"Former Cambridge Analytica employee says ""there were more"" apps that collected user data: https://t.co/EXUSemmpEs https://t.co/GBM3DZZAxg",Wed Jun 27 12:56:51 +0000 2018,0.0,0.0,0.0,1.0,70
CBS,"Danny Meyer is the founder of the burger joint Shake Shack and CEO of Union Square Hospitality, which owns 17 New Y… https://t.co/1jA5qZAJmo",Wed Jun 27 12:37:36 +0000 2018,-0.1779,0.0,0.072,0.928,71
CBS,CBS News has obtained cellphone video from inside the Cayuga Centers in New York -- the first unfiltered look insid… https://t.co/LUXNDWXu3y,Wed Jun 27 12:29:50 +0000 2018,0.0,0.0,0.0,1.0,72
CBS,CBS News has obtained cellphone video from inside the Cayuga Centers in New York showing children huddled in what l… https://t.co/kT8cywqWQw,Wed Jun 27 12:16:36 +0000 2018,0.0,0.0,0.0,1.0,73
CBS,President Trump’s “administration is a form of extremism. We shouldn’t be afraid to be very bold and very strong in… https://t.co/8GQcQAvEbu,Wed Jun 27 12:15:04 +0000 2018,0.7569,0.265,0.0,0.735,74
CBS,"Alexandria Ocasio-Cortez says she was not following the primary results until she arrived at watch party: ""We had f… https://t.co/Y0XvwNLuSU",Wed Jun 27 12:12:50 +0000 2018,0.4019,0.124,0.0,0.876,75
CBS,Alexandria Ocasio-Cortez on her message to the Democratic establishment:  “I think that it is time that we reassert… https://t.co/mD6u6vwBG9,Wed Jun 27 12:08:23 +0000 2018,0.0,0.0,0.0,1.0,76
CBS,"Alexandria Ocasio-Cortez, who defeated 10-term Democratic Rep. Joe Crowley in a stunning upset in Tuesday’s primari… https://t.co/9ivdKlOYfw",Wed Jun 27 12:05:50 +0000 2018,-0.4767,0.122,0.268,0.61,77
CBS,My pleasure to SAVE you: Chick-fil-A employee comes to the rescue of a choking customer and it wasn't even his firs… https://t.co/ZwJSKabrY8,Wed Jun 27 12:00:08 +0000 2018,0.8374,0.353,0.097,0.55,78
CBS,"NEW: The East Pittsburgh Police officer who fatally shot 17-year-old Antwon Rose Jr. on June 19 has been charged, a… https://t.co/o2qVrWU9z4",Wed Jun 27 11:51:18 +0000 2018,-0.7184,0.0,0.24,0.76,79
CBS,"Brittany Kaiser, a former official at Cambridge Analytica, is sharing what she considers some of the data firm's qu… https://t.co/tHqwzPGnIx",Wed Jun 27 11:44:35 +0000 2018,0.4215,0.135,0.0,0.865,80
CBS,"RT @CBSThisMorning: For the first time last night, @ColbertLateShow and @FallonTonight aired the same opening. @StephenAtHome &amp; @JimmyFallo…",Wed Jun 27 11:44:09 +0000 2018,0.0,0.0,0.0,1.0,81
CBS,Tristan Beaudette was shot before dawn last Friday while camping with his two young daughters. Detectives are revie… https://t.co/CtdWAhnC10,Wed Jun 27 11:36:30 +0000 2018,0.0,0.0,0.0,1.0,82
CBS,"The woman dubbed ""Permit Patty"" for threatening to call police on an 8-year-old black girl selling water on the str… https://t.co/yms6GuVah5",Wed Jun 27 11:23:22 +0000 2018,-0.5267,0.0,0.145,0.855,83
CBS,"There will be a funeral this morning for a New York City teen, allegedly stabbed to death by gang members. Hundreds… https://t.co/jX9YSOr878",Wed Jun 27 11:19:55 +0000 2018,-0.8519,0.0,0.354,0.646,84
CBS,Passengers on a JetBlue flight were terrified when officers stormed their plane in New York’s JFK Airport. It was a… https://t.co/NQ8uDrzVor,Wed Jun 27 11:17:56 +0000 2018,-0.6124,0.0,0.174,0.826,85
CBS,President Trump is claiming vindication after the Supreme Court allowed his travel ban to stay in place. The court'… https://t.co/6BwY9Pim0t,Wed Jun 27 11:12:52 +0000 2018,0.0,0.143,0.143,0.714,86
CBS,A federal judge in California ruled the Trump administration must reunite separated immigrant families within 30 da… https://t.co/GWE2DpXzhN,Wed Jun 27 11:11:00 +0000 2018,0.0,0.0,0.0,1.0,87
CBS,"A stunning upset rocked the midterm elections Tuesday. Rep. Joe Crowley was defeated by Alexandria Ocasio-Cortez, a… https://t.co/X4m2lc33J7",Wed Jun 27 11:06:58 +0000 2018,-0.4767,0.117,0.256,0.628,88
CBS,The body of a third-party contractor was found inside a beer cooler at SunTrust Park before Tuesday's Atlanta Brave… https://t.co/h5B4s61Vo8,Wed Jun 27 11:00:55 +0000 2018,0.0,0.0,0.0,1.0,89
CBS,RT @CBSThisMorning: WATCH: Here's a preview of what you can expect on @CBSThisMorning. https://t.co/p8YblTdQ9r,Wed Jun 27 10:51:25 +0000 2018,0.0,0.0,0.0,1.0,90
CBS,AHEAD on @CBSThisMorning: The Trump administration has up to 30 days to reunite separated immigrant families. We'll… https://t.co/rLpRQQBxBJ,Wed Jun 27 10:51:20 +0000 2018,0.0,0.0,0.0,1.0,91
CBS,"Ben Rhodes: ""We could have done more"" to explain Russia's information war https://t.co/EHY88GX35o https://t.co/KRwLMZTQbY",Wed Jun 27 10:40:01 +0000 2018,-0.5994,0.0,0.231,0.769,92
CBS,"WATCH: Comedian @RealTracyMorgan reflects on his life and sends a heartfelt message to his 6-year-old self.

📺 See… https://t.co/KqyOqpyTnv",Wed Jun 27 10:25:25 +0000 2018,0.7269,0.276,0.0,0.724,93
CBS,"Rain continues to fall and water levels keep rising inside a cave in northern Thailand, frustrating the search for… https://t.co/KjiLYrhvk0",Wed Jun 27 10:19:48 +0000 2018,-0.4404,0.0,0.139,0.861,94
CBS,"Childish Gambino's manager denies accusation of plagiarism over ""This is America"" https://t.co/k5lkfXMDsa https://t.co/x6YEYe09p7",Wed Jun 27 10:03:03 +0000 2018,-0.7184,0.0,0.412,0.588,95
CBS,Bronx teen reportedly killed over sex tape in apparent case of mistaken identity https://t.co/nptuyHK0hw https://t.co/dIN7oN3Vyv,Wed Jun 27 09:48:04 +0000 2018,-0.7906,0.0,0.35,0.65,96
CBS,"""It's OK to not be OK"": Suicide attempt survivors offer insight and advice https://t.co/Nlwy2gAiv8 https://t.co/d38pwNwugu",Wed Jun 27 09:33:03 +0000 2018,0.7596,0.334,0.0,0.666,97
CBS,World War II hero Garlin Murl Conner's widow remembers his extraordinary life https://t.co/4yfPN9gLpd https://t.co/gCcEJh3yTg,Wed Jun 27 09:18:05 +0000 2018,-0.0772,0.185,0.2,0.615,98
CBS,Prosecutors to retry ex-deputy's husband in fatal confrontation outside Denny's https://t.co/RumlBZUX6i https://t.co/mZnKR2n7gM,Wed Jun 27 09:03:04 +0000 2018,-0.7003,0.0,0.367,0.633,99
CBS,8th arrest in fatal stabbing of Bronx teenager outside bodega https://t.co/IoSKVBIVIf https://t.co/pkV0JUgMj7,Wed Jun 27 08:48:04 +0000 2018,-0.7096,0.0,0.371,0.629,100
CNN,"""So many people across the country are inspired by this win and inspired about this race because of what it represe… https://t.co/VwrdWR4YPD",Thu Jun 28 00:31:07 +0000 2018,0.8807,0.349,0.0,0.651,1
CNN,"Money isn't everything in a political race “if you really understand your community,"" Alexandria Ocasio-Cortez says… https://t.co/aYylUfAQuq",Thu Jun 28 00:23:38 +0000 2018,0.0,0.0,0.0,1.0,2
CNN,Senate Democrats are powerless to stop Trump SCOTUS pick https://t.co/wR3A8bDIJj | Analysis by Chris Cillizza https://t.co/XoMCpBzzJa,Thu Jun 28 00:00:05 +0000 2018,-0.6597,0.0,0.293,0.707,3
CNN,"Ben Jealous, a former NAACP leader endorsed by Bernie Sanders, moved a step closer to becoming Maryland's first bla… https://t.co/2jUyBLvNIe",Wed Jun 27 23:44:06 +0000 2018,-0.25,0.095,0.143,0.762,4
CNN,"The Netherlands is banning face coverings, including burqas and niqabs, in public spaces such as schools, hospitals… https://t.co/VkwfiLLjXe",Wed Jun 27 23:37:04 +0000 2018,0.0,0.0,0.0,1.0,5
CNN,Google's eerily human phone bot is ready for the real world https://t.co/Y5dD19nsZR,Wed Jun 27 23:30:11 +0000 2018,0.3612,0.185,0.0,0.815,6
CNN,Beer is being rationed in the UK because of a shortage of carbon dioxide https://t.co/K56oMw0jBP,Wed Jun 27 23:23:05 +0000 2018,-0.25,0.0,0.133,0.867,7
CNN,"Report highlights gender discrimination, lack of female representation in Justice Department https://t.co/BjDzDUUb9d https://t.co/OvyJmlPnJK",Wed Jun 27 23:16:46 +0000 2018,0.2732,0.204,0.138,0.659,8
CNN,"Trump ""has been the one that has caused what we see happening today where people are trying to push back on his pol… https://t.co/X3vBWK988W",Wed Jun 27 23:07:51 +0000 2018,0.0,0.0,0.0,1.0,9
CNN,"Trump ""has been the one that has caused what we see happening today where people are trying to push back on his pol… https://t.co/zDfrHdUigV",Wed Jun 27 22:56:00 +0000 2018,0.0,0.0,0.0,1.0,10
CNN,"When one of his customers was choking, this Chick-fil-A employee stepped in to save him https://t.co/zrAZWw7NNB https://t.co/ULfqKipgDB",Wed Jun 27 22:49:41 +0000 2018,0.0516,0.151,0.142,0.708,11
CNN,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/eqgR0d4td7 https://t.co/TQMnwnbR5Y,Wed Jun 27 22:42:28 +0000 2018,0.0,0.0,0.0,1.0,12
CNN,"In the 9 months leading up to this weekend's presidential election in Mexico, 130 candidates have been killed… https://t.co/8bTYXy45eK",Wed Jun 27 22:35:09 +0000 2018,0.0,0.0,0.0,1.0,13
CNN,"The Supreme Court “should be made up of people who can base their decisions on the law, the facts, precedent, and u… https://t.co/GU0B9jSyAn",Wed Jun 27 22:28:00 +0000 2018,0.5574,0.141,0.0,0.859,14
CNN,"Marrying a Syrian means breaking up with America, writes Anna Lekas Miller for @CNNOpinion https://t.co/I59xCsE5pp https://t.co/1PEt45Z5yg",Wed Jun 27 22:21:47 +0000 2018,0.0,0.0,0.0,1.0,15
CNN,"Secretary of State Mike Pompeo tells US lawmakers that North Korea remains a nuclear threat, but defends President… https://t.co/SEujGpN7RL",Wed Jun 27 22:12:55 +0000 2018,-0.296,0.0,0.115,0.885,16
CNN,"""Every time I'm talking with my mom, and she gives the phone to my baby brother, he doesn't know who I am.""

After… https://t.co/7L2mOZu40d",Wed Jun 27 22:02:00 +0000 2018,0.0,0.0,0.0,1.0,17
CNN,"Broward County, where the Parkland attack happened, votes to put armed personnel in every school… https://t.co/tkE3SSn5MK",Wed Jun 27 21:55:04 +0000 2018,-0.4767,0.0,0.171,0.829,18
CNN,"President Trump: When considering tariffs, think like a Harley-Davidson rider https://t.co/YytoocOaPb (via… https://t.co/NVgkt4rF0l",Wed Jun 27 21:48:08 +0000 2018,0.3612,0.185,0.0,0.815,19
CNN,"November is going to be a referendum on Trump, writes Errol Louis for @CNNOpinion https://t.co/xaQHAlTLG4 https://t.co/lAfobHCpZe",Wed Jun 27 21:41:06 +0000 2018,0.0,0.0,0.0,1.0,20
CNN,Migrant rescue ship Lifeline to dock in Malta after being stranded for 5 days in the Mediterranean… https://t.co/I42dGGKx3t,Wed Jun 27 21:34:07 +0000 2018,0.5106,0.171,0.0,0.829,21
CNN,"When one of his customers was choking, this Chick-fil-A employee stepped in to save him https://t.co/48G98T9vMe https://t.co/1y9RX8QOTG",Wed Jun 27 21:27:04 +0000 2018,0.0516,0.151,0.142,0.708,22
CNN,"Meet Alexandria Ocasio-Cortez, the 28-year-old Latina and Democratic socialist who is now a new face for the Democr… https://t.co/EnfaxwgKvZ",Wed Jun 27 21:20:06 +0000 2018,0.0,0.0,0.0,1.0,23
CNN,Here's everything you need to know about tonight's Strawberry Moon https://t.co/X51oi9eWCg https://t.co/HwR8rcSMEm,Wed Jun 27 21:13:03 +0000 2018,0.0,0.0,0.0,1.0,24
CNN,A man who couldn't swim sacrifices his life to save a boy from drowning https://t.co/WZcEuIuPkZ https://t.co/cFfikmBGY4,Wed Jun 27 21:06:07 +0000 2018,0.4939,0.198,0.0,0.802,25
CNN,Why I'm burying a beer can in the backyard https://t.co/QaDmBv89Dg (via @CNNOpinion) https://t.co/QjtqRjVc45,Wed Jun 27 20:59:08 +0000 2018,0.0,0.0,0.0,1.0,26
CNN,Could life exist on Saturn's moon Enceladus? https://t.co/zOZbFyHXy5 https://t.co/tjHGMOnDQB,Wed Jun 27 20:52:05 +0000 2018,0.0,0.0,0.0,1.0,27
CNN,Texas steel pipe manufacturer becomes casualty of President Trump's trade war https://t.co/GOaXARleoc https://t.co/WKs6n7eZFV,Wed Jun 27 20:45:05 +0000 2018,-0.8074,0.0,0.399,0.601,28
CNN,Senate Judiciary Chairman Chuck Grassley dismisses calls by Democrats to punt on a Supreme Court nominee until afte… https://t.co/2B6PN5vYOD,Wed Jun 27 20:38:11 +0000 2018,0.5574,0.175,0.0,0.825,29
CNN,"Democratic congressional candidate Alexandria Ocasio-Cortez endorses New York gubernatorial hopeful Cynthia Nixon,… https://t.co/CflSvxUXkE",Wed Jun 27 20:26:00 +0000 2018,0.6908,0.341,0.0,0.659,30
CNN,Democratic Sen. Dianne Feinstein urges Congress to wait until after the midterm elections to select a replacement f… https://t.co/Wgnd7tE6op,Wed Jun 27 20:19:05 +0000 2018,0.0,0.0,0.0,1.0,31
CNN,Justice Anthony Kennedy's retirement just confirmed every Republican's dream scenario for President Trump… https://t.co/Hyc8OoSgai,Wed Jun 27 20:12:04 +0000 2018,0.6597,0.31,0.0,0.69,32
CNN,Senate Majority Leader Mitch McConnell says his chamber will work to replace Justice Anthony Kennedy before the mid… https://t.co/hTIcbbfWmh,Wed Jun 27 20:05:08 +0000 2018,0.5267,0.159,0.0,0.841,33
CNN,These are potential Supreme Court nominees that could replace Justice Kennedy https://t.co/6zYySjh2dJ https://t.co/0en7ks7H7U,Wed Jun 27 19:56:04 +0000 2018,0.7906,0.389,0.0,0.611,34
CNN,"""They are conservative ideologues, not mainstream jurists. We cannot and will not accept them to serve on the highe… https://t.co/1MbxoP3I2A",Wed Jun 27 19:49:06 +0000 2018,-0.2924,0.0,0.103,0.897,35
CNN,"""Our Republican colleagues in the Senate should follow the rule they set in 2016 — not to consider a Supreme Court… https://t.co/hLVPGqvI4b",Wed Jun 27 19:42:00 +0000 2018,-0.4449,0.0,0.133,0.867,36
CNN,Read Justice Anthony Kennedy's retirement letter to President Trump https://t.co/ayuwi97MR2 https://t.co/xlWFrpWZaB,Wed Jun 27 19:35:06 +0000 2018,0.5267,0.254,0.0,0.746,37
CNN,"Republican Sen. Chuck Grassley hails Justice Kennedy's service, saying he is a ""staunch defender of First Amendment… https://t.co/X1AXlSA5i8",Wed Jun 27 19:28:41 +0000 2018,0.5859,0.242,0.0,0.758,38
CNN,Democratic Sen. Dick Durbin has called on the Senate to wait to consider Trump's nominee to replace Justice Kennedy… https://t.co/MCnrcADQS6,Wed Jun 27 19:21:09 +0000 2018,0.0258,0.138,0.134,0.729,39
CNN,"""Now we’ll have to find a worthy successor."" Republican Sen. Lindsey Graham says President Trump has a lot of ""good… https://t.co/h6wPu3lo2G",Wed Jun 27 19:14:06 +0000 2018,0.4404,0.139,0.0,0.861,40
CNN,President Trump says he has a list of 25 people that will be considered to replace Justice Anthony Kennedy on the S… https://t.co/pzUY6F4e9W,Wed Jun 27 19:07:00 +0000 2018,0.5267,0.139,0.0,0.861,41
CNN,"""He’s been a great justice of the Supreme Court."" President Trump took a few moments to address the retirement of S… https://t.co/222pifAMgX",Wed Jun 27 19:00:01 +0000 2018,0.9022,0.395,0.0,0.605,42
CNN,"""We will vote to confirm Justice Kennedy's successor this fall,"" says Majority Leader Sen. Mitch McConnell after Ju… https://t.co/jjzm56eBil",Wed Jun 27 18:53:00 +0000 2018,0.6486,0.238,0.0,0.762,43
CNN,"President Trump will push for the swift confirmation of a Supreme Court justice ""before the midterm elections,"" a s… https://t.co/GoJKdqOTN5",Wed Jun 27 18:47:08 +0000 2018,0.8316,0.37,0.0,0.63,44
CNN,Here's a brief timeline of Justice Anthony Kennedy's key Supreme Court decisions https://t.co/0k0RUeFosd https://t.co/282cDaGB6d,Wed Jun 27 18:40:05 +0000 2018,0.7906,0.389,0.0,0.611,45
CNN,A Japanese spacecraft has reached a diamond-shaped asteroid three years after setting off on its mission to learn a… https://t.co/XJLb6zE2NH,Wed Jun 27 18:29:30 +0000 2018,0.1027,0.076,0.0,0.924,46
CNN,Anthony Kennedy's decision to step down from the Supreme Court gives President Trump a second opportunity to nomina… https://t.co/UqUIT7CLb7,Wed Jun 27 18:20:00 +0000 2018,0.7506,0.286,0.0,0.714,47
CNN,House Democrats are in shock as they assess what Joe Crowley's loss to a 28-year-old political newcomer means for l… https://t.co/B3auAMM2Bl,Wed Jun 27 18:15:49 +0000 2018,-0.5994,0.0,0.214,0.786,48
CNN,"BREAKING: Justice Anthony Kennedy, a conservative who provided key votes for same sex-marriage, abortion access and… https://t.co/p9Jn6p6BL2",Wed Jun 27 18:05:00 +0000 2018,0.5267,0.185,0.0,0.815,49
CNN,"JUST IN: House overwhelmingly rejects Republican immigration bill, despite last-minute push by President Trump to s… https://t.co/6lHY4YY0Yp",Wed Jun 27 17:58:44 +0000 2018,-0.5719,0.0,0.239,0.761,50
CNN,This Colorado Democrat could become first openly gay man elected governor in US https://t.co/hgiOXjsOUB https://t.co/H6aSP5gMYo,Wed Jun 27 17:48:12 +0000 2018,0.0,0.0,0.0,1.0,51
CNN,"Here's what we've learned about 'Oumuamua, the cigar-shaped interstellar visitor that was spotted in October tumbli… https://t.co/MgMOwK1wWc",Wed Jun 27 17:38:05 +0000 2018,0.0,0.0,0.0,1.0,52
CNN,"A funeral was held for Junior Guzman-Feliz, a 15-year-old killed in a gang stabbing in New York last week that has… https://t.co/HADmIUGcnh",Wed Jun 27 17:23:43 +0000 2018,-0.7906,0.0,0.292,0.708,53
CNN,What does America's falling birth rate mean for the economy? Just look at Arizona https://t.co/Oy7GT3RhoB https://t.co/xE4NFTGRLL,Wed Jun 27 17:09:19 +0000 2018,-0.1531,0.0,0.096,0.904,54
CNN,"In a six-day span, only six children were reunited with their families after being separated at the US border. More… https://t.co/zEFZtN4Gg4",Wed Jun 27 16:54:10 +0000 2018,0.0,0.0,0.0,1.0,55
CNN,"A federal grand jury indicted the suspect behind last summer's deadly vehicle incident in Charlottesville, Virginia… https://t.co/B9BJhAMrU3",Wed Jun 27 16:41:01 +0000 2018,0.2023,0.156,0.115,0.729,56
CNN,"BREAKING: Joe Jackson, the patriarch who launched the Jackson family dynasty, has died, a source close to the famil… https://t.co/WefGb7Q7gb",Wed Jun 27 16:29:53 +0000 2018,-0.4767,0.068,0.163,0.769,57
CNN,"President Trump is speaking at a White House event after the Supreme Court's union ruling 

Watch live: https://t.co/T3E0vuOqsj",Wed Jun 27 16:23:30 +0000 2018,0.5574,0.184,0.0,0.816,58
CNN,Changes to a 16th-century polychrome statue of San Jorge (St George) provoked anger among some art experts and inev… https://t.co/gj2iwiHKxA,Wed Jun 27 16:14:31 +0000 2018,-0.7003,0.0,0.254,0.746,59
CNN,"A 6-year-old's lemonade stand helped raise $13,000 for separated migrant families https://t.co/UjkonfhV3X https://t.co/gV1W52XK3y",Wed Jun 27 16:00:24 +0000 2018,0.0,0.0,0.0,1.0,60
CNN,"Senate Majority Leader Mitch McConnell says the win by Alexandria Ocasio-Cortez, a 28-year-old running her first ca… https://t.co/OZDGwAhTJe",Wed Jun 27 15:47:55 +0000 2018,0.5859,0.192,0.0,0.808,61
CNN,"A judge denied rapper Meek Mill's petition for a new trial, despite the district attorney's office recommending tha… https://t.co/BFQhWcfekN",Wed Jun 27 15:36:21 +0000 2018,-0.4404,0.0,0.153,0.847,62
CNN,"The Smithsonian has unveiled a design for the National Native American Veterans Memorial, which will be placed on t… https://t.co/dCwD3oAtJ7",Wed Jun 27 15:24:45 +0000 2018,0.0,0.0,0.0,1.0,63
CNN,Facebook has abandoned an ambitious plan to design and produce its own drones. https://t.co/OsmYnonbis,Wed Jun 27 15:14:06 +0000 2018,0.0258,0.171,0.166,0.663,64
CNN,Former government contractor Reality Winner pleads guilty to leaking classified material https://t.co/xPDaOkB47K https://t.co/V4FIWATsB2,Wed Jun 27 15:02:32 +0000 2018,0.25,0.216,0.159,0.625,65
CNN,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/0JsvHEAZXn",Wed Jun 27 14:55:00 +0000 2018,-0.5106,0.057,0.157,0.786,66
CNN,White House press secretary Sarah Sanders is expected to receive Secret Service protection https://t.co/J9L7pDzbIs https://t.co/kF76b1GP2b,Wed Jun 27 14:50:11 +0000 2018,0.0,0.0,0.0,1.0,67
CNN,The Virginia restaurant owner who asked White House press secretary Sarah Sanders to leave has resigned from the to… https://t.co/LlHIYmjiGB,Wed Jun 27 14:38:04 +0000 2018,-0.296,0.0,0.151,0.849,68
CNN,Alexandria Ocasio-Cortez's win will likely make her the youngest person in Congress in 2019 https://t.co/pMUjLQSfR6 https://t.co/zMoh38VPDb,Wed Jun 27 14:26:52 +0000 2018,0.5859,0.202,0.0,0.798,69
CNN,JUST IN: The Supreme Court deals a major blow to public-sector unions in a case that could shake their financial st… https://t.co/WesRgtLab3,Wed Jun 27 14:14:58 +0000 2018,0.4404,0.155,0.073,0.773,70
CNN,The restaurant owner who asked Sarah Sanders to leave has resigned from the top post of a local business group https://t.co/etysLMTrW7,Wed Jun 27 13:53:38 +0000 2018,-0.1027,0.082,0.145,0.773,71
CNN,A Japanese spacecraft has reached a diamond-shaped asteroid three years after setting off on its mission to learn a… https://t.co/U0XVLYP4pB,Wed Jun 27 13:37:41 +0000 2018,0.1027,0.076,0.0,0.924,72
CNN,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/9OTv5cGPUg",Wed Jun 27 13:26:12 +0000 2018,-0.5106,0.057,0.157,0.786,73
CNN,RT @CNNPolitics: Alexandria Ocasio-Cortez will not say if she would support Nancy Pelosi for speaker if she wins in November and Democrats…,Wed Jun 27 13:18:39 +0000 2018,0.7506,0.242,0.0,0.758,74
CNN,"RT @CNNPolitics: ""We won because we organized. We won because I think we had a very clear, winning message and we took that message to door…",Wed Jun 27 13:13:57 +0000 2018,0.9322,0.411,0.0,0.589,75
CNN,New York Democrat Alexandria Ocasio-Cortez discusses her primary night win. Watch live: https://t.co/vhkaPaA3uB https://t.co/lYNj8K8WhK,Wed Jun 27 13:13:49 +0000 2018,0.5859,0.226,0.0,0.774,76
CNN,What Alexandria Ocasio-Cortez's victory says about the Democratic Party and 2020 | Analysis by Harry Enten… https://t.co/pnoOjHEmb3,Wed Jun 27 13:00:47 +0000 2018,0.4019,0.153,0.0,0.847,77
